country,name,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,state,normalized_county,5years_generation_gwh
USA,J Street,27.0,40.8079,-96.7107,Gas,1972,Nebraska,Lancaster,0.696
USA,J Strom Thurmond,361.9,33.6602,-82.1961,Hydro,1953,Georgia,Columbia,3075.2486
USA,J T Deely,932.0,29.3081,-98.3228,Coal,1977,Texas,Bexar,3569.532975
USA,J Woodruff,43.5,30.7086,-84.8639,Hydro,2002,Florida,Gadsden,1010.645
USA,J&A-Santa Maria II LLC,1.4,34.9494,-120.3803,Waste,2010,California,Santa Barbara,
USA,J.R. Simplot Company,4.0,37.8069,-121.2775,Cogeneration,1993,California,San Joaquin,
USA,JBER Landfill Gas Power Plant,11.5,61.286,-149.61,Waste,2012,Alaska,Anchorage,238.425
USA,JC-Biomethane  LLC,1.6,44.1835,-123.2005,Biomass,2011,Oregon,Lane,
USA,JCO Oxides Olefins Plant,77.2,29.9635,-93.9297,Gas,1992,Texas,Jefferson,2558.921
USA,JED Solid Waste Mgmt Renewable Energy,9.6,28.0638,-81.0972,Waste,2017,Florida,Osceola,
USA,JM Shafer Generating Station,396.9,40.0986,-104.7736,Gas,1994,Colorado,Weld,2876.587
USA,JMB Mcguire-Dix-Lakehurst Solar Project,11.4,39.9928,-74.6369,Solar,2013,New Jersey,Burlington,70.913
USA,Jack County,1280.0,33.101,-97.9574,Gas,2008,Texas,Wise,26453.166
USA,Jack Fusco Energy Center,675.6,29.4731,-95.6244,Gas,2003,Texas,Fort Bend,13645.025
USA,Jack McDonough,2603.6,33.8239,-84.4758,Gas,2010,Georgia,Cobb,33648.43223
USA,Jack River LLC,1.9,44.4233,-96.4411,Wind,2001,Minnesota,Lincoln,27.025000000000002
USA,Jack Watson,1027.9,30.4392,-89.0286,Gas,1970,Mississippi,Harrison,10513.939003000001
USA,Jackman,3.2,43.1106,-71.9489,Hydro,1926,New Hampshire,Hillsborough,46.946000000000005
USA,Jackson (MO),26.3,37.3847,-89.6606,Oil,1978,Missouri,Cape Girardeau,0.74
USA,Jackson (OH),3.6,39.0441,-82.6101,Oil,1991,Ohio,Jackson,0.10200000000000001
USA,Jackson Board of Education-Liberty HS,1.2,40.0927,-74.262,Solar,2016,New Jersey,Ocean,
USA,Jackson Cntr Peaking,1.8,40.4597,-84.0401,Oil,1999,Ohio,Shelby,0.256
USA,Jackson Co. Solar RES,1.1,38.8817,-86.03299999999999,Solar,2017,Indiana,Jackson,
USA,Jackson Generating Station,649.0,42.2488,-84.3767,Gas,2002,Michigan,Jackson,6483.162999999999
USA,Jackson Solar Farm,10.0,35.75,-77.83,Solar,2017,North Carolina,Wilson,
USA,Jackson Square,36.0,39.0946,-94.4115,Oil,1969,Missouri,Jackson,0.747
USA,Jacksonville Solar,15.0,30.3207,-81.9564,Solar,2010,Florida,Duval,103.37199999999999
USA,Jacob Solar,5.0,36.2922,-79.6214,Solar,2016,North Carolina,Rockingham,
USA,Jacobson 5 MW Solar,4.4,35.3045,-114.0118,Solar,2017,Arizona,Mohave,
USA,Jacobstown,5.0,40.0637,-74.5824,Solar,2014,New Jersey,Burlington,
USA,Jakana Solar,5.0,35.8753,-77.0811,Solar,2014,North Carolina,Martin,
USA,Jake Energy Storage Center,19.8,41.4887,-88.1088,Storage,2015,Illinois,Will,
USA,Jamaica Bay Peaking,60.5,40.6097,-73.7622,Oil,2003,New York,Nassau,79.333
USA,James A Fitzpatrick,883.3,43.5214,-76.4084,Nuclear,1976,New York,Oswego,32099.102999999996
USA,James B Black,168.6,40.9923,-121.9752,Hydro,1966,California,Siskiyou,2724.8100000000004
USA,James E. Rogers Energy Complex,1530.5,35.22,-81.7594,Coal,1996,North Carolina,Cleveland,25864.315031000002
USA,James H Miller Jr,2822.0,33.6319,-87.0597,Coal,1985,Alabama,Jefferson,19029.94745
USA,James R Smith,3.2,46.5716,-87.4105,Hydro,1920,Michigan,Marquette,61.620999999999995
USA,James River Genco LLC,114.8,37.2939,-77.2697,Coal,1988,Virginia,Hopewell City,287.288
USA,James River Power Station,362.5,37.1086,-93.2619,Gas,1980,Missouri,Christian,1223.3420010000002
USA,Jameson Energy Center,27.6,37.9547,-100.8306,Gas,2014,Kansas,Finney,
USA,Jameson Gas Processing Plant,1.8,32.05,-100.6917,Gas,1992,Texas,Coke,56.077
USA,Jamestown,48.2,46.9057,-98.6622,Oil,1977,North Dakota,Stutsman,1.5550000000000002
USA,Janesville,4.9,44.1172,-93.7073,Oil,1977,Minnesota,Waseca,0.12936
USA,Jarvis (Hinckley),9.0,43.3121,-75.109,Hydro,1991,New York,Oneida,137.702
USA,Jarvis Street,25.6,57.0497,-135.3128,Oil,2001,Alaska,Sitka,0.6859999999999998
USA,Jasper,1001.7,32.3594,-81.1242,Gas,2004,South Carolina,Jasper,24706.850786999996
USA,Javelina Wind Energy  LLC,249.7,27.32,-99.0,Wind,2016,Texas,Jim Hogg,
USA,Javelina Wind Energy II  LLC,200.0,27.44,-98.91,Wind,2016,Texas,Jim Hogg,
USA,Jay County LFGTE,3.2,40.3797,-85.0882,Waste,2005,Indiana,Jay,89.133
USA,Jaybird,161.6,38.834,-120.5318,Hydro,1961,California,El Dorado,2110.171
USA,Jeffco CSG  LLC,1.2,39.8596,-105.1497,Solar,2016,Colorado,Jefferson,
USA,Jefferies,145.2,33.2444,-79.9909,Hydro,1943,South Carolina,Berkeley,1113.728
USA,Jeffers Wind 20 LLC,50.0,44.0578,-95.2525,Wind,2008,Minnesota,Cottonwood,843.133
USA,Jefferson Avenue,1.7,40.7722,-74.0687,Solar,2010,New Jersey,Hudson,
USA,Jefferson Solar Park,1.0,43.0146,-88.7992,Solar,2014,Wisconsin,Jefferson,
USA,Jefferson Street Substation,6.0,37.7694,-90.4258,Oil,2002,Missouri,St Francois,0.0
USA,Jefferson-Lewis BOCES Solar,2.0,43.971,-75.9698,Solar,2018,New York,Jefferson,
USA,Jeffrey,21.6,40.9594,-100.3979,Hydro,1941,Nebraska,Dawson,577.8810000000001
USA,Jeffrey Energy Center,2160.0,39.2865,-96.1172,Coal,1980,Kansas,Pottawatomie,56741.510256
USA,Jericho Power,14.3,44.4669,-71.225,Wind,2016,New Hampshire,Coos,
USA,Jericho Rise Wind Farm LLC,77.7,44.8889,-74.1033,Wind,2017,New York,Franklin,
USA,Jersey Gardens Phase 1,1.7,40.6608,-74.1733,Solar,2012,New Jersey,Union,11.417
USA,Jersey Gardens Phase 2,2.3,40.6608,-74.1733,Solar,2012,New Jersey,Union,16.012
USA,Jersey Holdings,5.0,34.5643,-79.0375,Solar,2018,North Carolina,Robeson,
USA,Jersey Valley Geothermal Power Plant,23.5,40.1808,-117.4739,Geothermal,2011,Nevada,Lander,372.64699999999993
USA,Jersey-Atlantic Wind Farm,7.5,39.3822,-74.4475,Wind,2006,New Jersey,Atlantic,93.70400000000001
USA,Jessica Mills LLC,1.9,44.4278,-96.43,Wind,2001,Minnesota,Lincoln,27.157000000000004
USA,Jesup Plant,69.5,31.6593,-81.8439,Biomass,1972,Georgia,Wayne,2275.2681140000004
USA,Jetmore,2.5,38.0803,-99.8936,Oil,2015,Kansas,Hodgeman,0.17
USA,Jett Creek Windfarm (Burnt River),10.0,44.425,-117.2739,Wind,2017,Idaho,Washington,
USA,Jewett City 1,2.6,41.6041,-71.9825,Oil,2010,Connecticut,New London,1.593
USA,Jewish Community Center PV,1.1,33.6031,-111.9247,Solar,2012,Arizona,Maricopa,10.973
USA,Jim Bridger,2441.9,41.7378,-108.7875,Coal,1976,Wyoming,Sweetwater,65600.83726
USA,Jim Falls,59.8,45.051,-91.274,Hydro,1988,Wisconsin,Chippewa,827.789
USA,Jocassee,774.0,34.9594,-82.9147,Hydro,1974,South Carolina,Pickens,-1113.806
USA,John B Rich Memorial Power Station,88.4,40.7903,-76.1983,Coal,1988,Pennsylvania,Schuylkill,3173.979994
USA,John C Boyle,98.7,42.0936,-122.0703,Hydro,1958,Oregon,Klamath,1033.051
USA,John Day,2160.0,45.7164,-120.6941,Hydro,1969,Washington,Klickitat,46724.045
USA,John Deere Dubuque Works,9.0,42.5734,-90.6926,Oil,1994,Iowa,Dubuque,0.0245
USA,John E Amos,2932.6,38.4731,-81.8233,Coal,1972,West Virginia,Kanawha,70133.03803000001
USA,John H Kerr,296.8,36.5994,-78.3005,Hydro,1953,Virginia,Mecklenburg,2182.696
USA,John H Warden,18.7,46.7553,-88.4558,Waste,1959,Michigan,Baraga,113.188
USA,John L. Featherstone Plant,55.0,33.2046,-115.5733,Geothermal,2012,California,Imperial,2118.391
USA,John P Madgett,387.0,44.3036,-91.9126,Coal,1979,Wisconsin,Buffalo,8659.136026000002
USA,John R Kelly,146.1,29.6461,-82.3208,Gas,1988,Florida,Alachua,1261.9490039999998
USA,John S Rainey,1102.0,34.3477,-82.7745,Gas,2001,South Carolina,Anderson,10099.461
USA,John Sevier,996.9,36.3767,-82.9639,Gas,2012,Tennessee,Hawkins,20869.253013
USA,John Street 1  3  4 & 5,5.4,41.4458,-72.8364,Oil,2006,Connecticut,New Haven,
USA,John Twitty Energy Center,603.0,37.1517,-93.388,Coal,1994,Missouri,Greene,1958.218023
USA,John W Turk Jr Power Plant,609.0,33.6497,-93.8119,Coal,2013,Arkansas,Hempstead,19663.422908
USA,Johnson,6.0,37.5669,-101.7511,Oil,2017,Kansas,Stanton,0.009000000000000001
USA,Johnson 1,21.6,40.6936,-99.8178,Hydro,1941,Nebraska,Gosper,433.053
USA,Johnson 2,22.5,40.6839,-99.7447,Hydro,1941,Nebraska,Dawson,544.763
USA,Johnson Co. Solar RES,1.1,39.518,-86.0684,Solar,2016,Indiana,Johnson,
USA,Johnson County,282.6,32.3994,-97.4078,Gas,1996,Texas,Johnson,2914.4450019999995
USA,Johnson Falls,3.4,45.2875,-88.1603,Hydro,1923,Wisconsin,Oconto,63.042
USA,Johnson Matthey  Inc. Solar,4.0,39.8253,-75.2197,Solar,2011,New Jersey,Gloucester,33.574
USA,Johnsonburg Mill,54.0,41.4915,-78.6758,Biomass,1993,Pennsylvania,Elk,1107.524
USA,Johnsonville,1426.0,36.0278,-87.9861,Gas,1980,Tennessee,Humphreys,9420.565997
USA,Johnsonville Dam,4.0,42.9204,-73.5089,Hydro,1909,New York,Saratoga,32.980000000000004
USA,Johnston LFG Turbine Plant,34.5,41.8033,-71.5233,Waste,2013,Rhode Island,Providence,872.6760200000001
USA,Johnston Solar,1.0,41.8009,-71.5595,Solar,2015,Rhode Island,Providence,
USA,Joliet 29,1320.0,41.4946,-88.1238,Coal,1965,Illinois,Will,18101.39101
USA,Joliet 9,360.4,41.4931,-88.1153,Coal,1959,Illinois,Will,3945.0884879999994
USA,Jones,860.4,33.5239,-101.7392,Gas,1989,Texas,Lubbock,7188.101922
USA,Jones Bluff,82.0,32.3242,-86.7843,Hydro,1975,Alabama,Lowndes,1270.425
USA,Jones Fork,10.0,38.8503,-120.3819,Hydro,1985,California,El Dorado,89.05000000000001
USA,Jones Street,130.0,41.2515,-95.9227,Oil,1973,Nebraska,Douglas,-0.554
USA,Jonesboro City Water & Light Plant,224.3,35.8486,-90.7254,Gas,2002,Arkansas,Craighead,191.656
USA,Joppa Steam,1099.8,37.2094,-88.8589,Coal,1954,Illinois,Massac,3914.254045
USA,Jordache Enterprises Solar,1.3,40.5557,-74.4084,Solar,2011,New Jersey,Middlesex,3.60419
USA,Jordan Dam,100.0,32.6189,-86.2548,Hydro,1929,Alabama,Elmore,1588.7710000000002
USA,Jordan Hydroelectric Project,4.4,35.6547,-79.0683,Hydro,2012,North Carolina,Chatham,61.708
USA,Jordanelle Dam Hydroelectric Project,13.0,40.5966,-111.4236,Hydro,2008,Utah,Summit,
USA,Joseph M Farley,1776.4,31.2231,-85.1116,Nuclear,1979,Alabama,Houston,71376.44900000001
USA,Judge F Carr,154.4,40.6469,-122.627,Hydro,1963,California,Shasta,1503.9569999999999
USA,Judith Gap Wind Energy Center,135.0,46.5725,-109.7531,Wind,2006,Montana,Wheatland,2384.782
USA,Julesburg,2.8,40.9505,-102.2795,Oil,1956,Colorado,Sedgwick,0.0
USA,Julia Hills LLC,1.9,44.4231,-96.4458,Wind,2001,Minnesota,Lincoln,27.358999999999998
USA,Junction Hilltop Wind Farm,8.0,42.0989,-94.2692,Wind,2012,Iowa,Greene,143.969
USA,Junction Road,4.4,40.5237,-74.8434,Solar,2016,New Jersey,Hunterdon,
USA,Juniata Locomotive Shop,1.5,40.5333,-78.3841,Gas,2015,Pennsylvania,Blair,
USA,Juniper Canyon I Wind Project,151.2,45.9215,-120.2355,Wind,2011,Washington,Yakima,1590.701
USA,Juniper Networks Sunnyvale,1.1,37.4069,-122.0269,Gas,2013,California,Santa Clara,28.71439
USA,Juniper Ridge Hydroelectric Project,5.0,44.1427,-121.2697,Hydro,2010,Oregon,Deschutes,66.168
USA,K W Company,1.4,42.5948,-114.4353,Hydro,1985,Idaho,Twin Falls,16.096
USA,K&D Energy LLC,4.0,43.6181,-95.4172,Wind,2008,Minnesota,Nobles,69.098
USA,K-Brink Windfarm LLC,2.0,44.0197,-96.1183,Wind,2003,Minnesota,Pipestone,28.668
USA,KC Energy LLC,4.0,43.6292,-95.4169,Wind,2008,Minnesota,Nobles,73.01400000000001
USA,KCP&L SmartGrid Innovation Park,1.0,39.0403,-94.5712,Storage,2012,Kansas,Johnson,
USA,KIUC Kapaia PV and BA Storage Project,28.0,21.9973,-159.3792,Solar,2017,Hawaii,Kauai,
USA,KODE Novus I,80.0,36.5439,-101.3936,Wind,2012,Oklahoma,Texas,781.9154499999999
USA,KODE Novus II,40.0,36.549,-101.4959,Wind,2013,Oklahoma,Texas,377.5656
USA,KRS I Anahola Solar,18.0,22.1317,-159.3031,Solar,2015,Hawaii,Kauai,
USA,KRS II Koloa Solar,13.5,21.9008,-159.45,Solar,2014,Hawaii,Kauai,
USA,KS Solar Six LLC,2.5,42.4708,-72.045,Solar,2014,Massachusetts,Worcester,
USA,KSS Turbines LLC,4.0,43.6247,-95.4314,Wind,2008,Minnesota,Nobles,69.58200000000001
USA,Kahe,609.7,21.3564,-158.1289,Oil,1972,Hawaii,Honolulu,2485.543
USA,Kaheawa Pastures Wind Farm,30.0,20.8142,-156.55100000000004,Wind,2006,Hawaii,Maui,521.9780000000001
USA,Kaheawa Wind Power II LLC,31.0,20.7947,-156.536,Wind,2012,Hawaii,Maui,132.61
USA,Kaheka Hydro,4.5,20.8886,-156.3569,Hydro,1925,Hawaii,Maui,49.940020000000004
USA,Kahoka,7.4,40.4225,-91.7206,Oil,1980,Missouri,Clark,0.026000000000000002
USA,Kahuku Wind Power LLC,30.0,21.681,-157.975,Wind,2011,Hawaii,Honolulu,307.96500000000003
USA,Kahului,34.0,20.8969,-156.4627,Oil,1956,Hawaii,Maui,161.032
USA,Kaiser Downey,1.0,33.9192,-118.1286,Waste,2012,California,Los Angeles,25.072990000000004
USA,Kaiser Ontario,1.0,34.0325,-117.6089,Biomass,2012,California,San Bernardino,27.61036
USA,Kake,3.1,56.963,-133.9226,Oil,2008,Alaska,Wrangell-Petersburg,12.129
USA,Kalaeloa Cogen Plant,299.4,21.3021,-158.0963,Oil,1990,Hawaii,Honolulu,6717.529071000001
USA,Kalaeloa Renewable Energy Park,5.0,21.3281,-158.04,Solar,2014,Hawaii,Honolulu,
USA,Kalaeloa Solar Two,5.0,21.32,-158.0869,Solar,2013,Hawaii,Honolulu,56.172000000000004
USA,Kalaheo Hydro,2.0,21.9361,-159.5286,Hydro,2016,Hawaii,Kauai,16.118
USA,Kalamazoo River Generating Station,73.1,42.2813,-85.495,Gas,1999,Michigan,Kalamazoo,21.58
USA,Kalkaska CT #1,60.5,44.6889,-85.2019,Gas,2003,Michigan,Kalkaska,153.74099999999999
USA,Kamargo,6.0,44.0117,-75.7967,Hydro,1921,New York,Jefferson,100.321
USA,Kamin LLC Wrens Plant,6.0,33.2738,-82.4078,Gas,2002,Georgia,Jefferson,0.765
USA,Kanaka,1.1,39.5589,-121.2961,Hydro,1989,California,Yuba,3.076
USA,Kankakee Gas Recovery,1.6,41.0333,-87.8678,Waste,1992,Illinois,Kankakee,39.114000000000004
USA,Kankakee Hydro Facility,1.2,41.1128,-87.8681,Hydro,1991,Illinois,Kankakee,9.104
USA,Kanoelehua,21.0,19.7052,-155.0625,Oil,1965,Hawaii,Hawaii,5.367
USA,Kansas City International,36.0,39.2973,-94.6932,Gas,1977,Missouri,Platte,
USA,Kansas River Project,7.0,38.974,-95.2351,Hydro,1982,Kansas,Douglas,109.45100000000001
USA,KapStone Kraft Paper Corp,28.3,36.4769,-77.6414,Biomass,1966,North Carolina,Halifax,582.361656
USA,Kapaa Photovoltaic Project,1.0,22.0804,-159.3316,Solar,2011,Hawaii,Kauai,9.32795
USA,Kapaia Power Station,39.1,21.9965,-159.3758,Other,2002,Hawaii,Kauai,367.282997
USA,Kapolei Solar Energy Park,1.0,21.3211,-158.1175,Solar,2012,Hawaii,Honolulu,9.636
USA,Kapstone,99.2,32.9,-79.9667,Waste,1999,South Carolina,Charleston,2703.2420100000004
USA,Karen Avenue Wind Farm,11.7,33.9219,-116.5622,Wind,1985,California,Riverside,134.61200000000002
USA,Kas Brothers Windfarm,1.5,44.0119,-96.1125,Wind,2002,Minnesota,Pipestone,18.053
USA,Kasidaya Creek Hydro,3.0,59.4072,-135.3408,Hydro,2008,Alaska,Haines,41.675999999999995
USA,Kasigluk,2.0,60.8731,-162.5197,Oil,2010,Alaska,Bethel,8.027000000000001
USA,Katama Farm,1.0,41.3611,-70.5169,Solar,2014,Massachusetts,Dukes,
USA,Kaukauna City Hydro,4.8,44.2746,-88.3191,Hydro,1941,Wisconsin,Outagamie,183.333
USA,Kaukauna Gas Turbine,18.0,44.2762,-88.2654,Gas,1969,Wisconsin,Outagamie,1.5480000000000003
USA,Kaukauna Paper Mill,44.6,44.2826,-88.2534,Biomass,1965,Wisconsin,Outagamie,938.656
USA,Kaw,165.7,39.0867,-94.6514,Gas,1958,Kansas,Wyandotte,
USA,Kaw Hydro,37.0,36.6994,-96.9278,Hydro,1989,Oklahoma,Osage,458.356
USA,Kawailoa Wind,69.0,21.6103,-158.0408,Wind,2012,Hawaii,Honolulu,630.9499999999999
USA,Kaweah 1,2.3,36.4651,-118.862,Hydro,1929,California,Tulare,31.777
USA,Kaweah 2,1.8,36.4613,-118.8799,Hydro,1929,California,Tulare,30.432999999999996
USA,Kaweah 3,4.8,36.4861,-118.8356,Hydro,1913,California,Tulare,68.894
USA,Kaweah Delta District Hospital,3.5,36.3275,-119.2947,Gas,2008,California,Tulare,38.91776
USA,Kay Wind  LLC,299.0,36.9842,-97.1336,Wind,2016,Kansas,Cowley,
USA,Kayenta Solar Project,27.3,36.7719,-110.2639,Solar,2017,Arizona,Navajo,
USA,Keahole,89.1,19.7317,-156.0283,Oil,2000,Hawaii,Hawaii,1472.8190000000002
USA,Kearney,1.5,40.7035,-99.1008,Hydro,1921,Nebraska,Buffalo,1.327
USA,Kearney NPPD Solar Project,5.8,40.7217,-99.0412,Solar,2018,Nebraska,Buffalo,
USA,Kearsarge Bellingham PV,2.9,42.0712,-71.4586,Solar,2017,Massachusetts,Norfolk,
USA,Kearsarge Concord II,4.5,42.4493,-71.4204,Solar,2017,Massachusetts,Middlesex,
USA,Kearsarge Granby,2.5,42.223,-72.5083,Solar,2017,Massachusetts,Hampshire,
USA,Kearsarge Southwick LLC,3.3,42.0163,-72.7752,Solar,2015,Massachusetts,Hampden,
USA,Keechi Wind,110.0,33.1431,-98.1611,Wind,2015,Texas,Jack,
USA,Keen Farm,5.0,35.4267,-78.4,Solar,2016,North Carolina,Johnston,
USA,Keenan II Renewable Energy Co LLC,151.8,36.2761,-99.4908,Wind,2011,Oklahoma,Woodward,2962.1540000000005
USA,Kekawaka Power House,4.9,40.0941,-123.509,Hydro,1990,California,Humboldt,26.909
USA,Kelford,5.0,36.1542,-77.2185,Solar,2016,North Carolina,Halifax,
USA,Kelford,20.0,36.1481,-77.2119,Solar,2016,North Carolina,Halifax,
USA,Kellogg's - San Jose,1.1,37.3564,-121.8719,Gas,2013,California,Santa Clara,
USA,Kelly Creek Wind Project,184.0,40.9675,-88.1975,Wind,2017,Illinois,Kankakee,
USA,Kelly Ridge,10.0,39.5318,-121.4912,Hydro,1963,California,Butte,192.61599999999999
USA,Kemper County,372.0,32.7976,-88.60600000000002,Gas,2002,Mississippi,Kemper,1121.2819989999998
USA,Kenansville,2.0,34.96,-78.04,Solar,2014,North Carolina,Duplin,14.106319999999998
USA,Kenansville Solar 2  LLC,2.0,34.9578,-77.9817,Solar,2016,North Carolina,Duplin,
USA,Kenansville Solar Farm  LLC,4.5,34.97,-77.9761,Solar,2015,North Carolina,Duplin,
USA,Kendall County Generation Facility,1256.0,41.4797,-88.2581,Gas,2002,Illinois,Grundy,25127.675
USA,Kendall Square Station,273.6,42.3633,-71.0792,Gas,1988,Massachusetts,Suffolk,6077.424006
USA,Kenilworth Energy Facility,28.8,40.6781,-74.2744,Gas,1989,New Jersey,Union,545.196998
USA,Kennecott Power Plant,120.2,40.7119,-112.1225,Coal,1970,Utah,Salt Lake,2903.160046
USA,Kennedy International Airport Cogen,121.2,40.6417,-73.7778,Gas,1995,New York,Nassau,1320.752003
USA,Kennedy Solar  LLC,4.9,35.0123,-78.0922,Solar,2017,North Carolina,Duplin,
USA,Kenneth C Coleman,602.0,37.9631,-86.7911,Coal,1970,Indiana,Perry,
USA,Kenneth Solar,3.0,36.4338,-78.1526,Solar,2016,North Carolina,Warren,
USA,Kennett,44.5,36.2338,-90.0521,Gas,1974,Missouri,Dunklin,6.867
USA,Kent County - Worton Complex,1.0,39.2808,-76.0908,Solar,2012,Maryland,Kent,8.629
USA,Kent County Waste to Energy Facility,18.0,42.9496,-85.6932,Waste,1989,Michigan,Kent,505.488
USA,Kent County Wastewater Treatment Solar,1.2,38.9931,-75.4375,Solar,2011,Delaware,Kent,6.183180000000001
USA,Kent Falls,12.4,44.7053,-73.5967,Hydro,1955,New York,Clinton,210.34700000000004
USA,Kentucky Dam,218.6,37.0131,-88.2692,Hydro,1945,Kentucky,Marshall,6125.677000000001
USA,Kentucky Mills,88.0,37.8948,-86.6854,Biomass,2001,Indiana,Perry,1731.915003
USA,Kenyon Municipal,5.4,44.2718,-92.9848,Oil,1997,Minnesota,Goodhue,0.11800000000000001
USA,Keokuk,124.8,40.3965,-91.3719,Hydro,1913,Iowa,Lee,4471.826
USA,Keowee,157.6,34.7981,-82.8872,Hydro,1971,South Carolina,Pickens,278.65299999999996
USA,Kerckhoff,22.6,37.0925,-119.5528,Hydro,1920,California,Fresno,139.579
USA,Kerckhoff 2,139.5,37.0718,-119.558,Hydro,1983,California,Fresno,1525.3829999999998
USA,Kern Canyon,9.5,35.4407,-118.7965,Hydro,1921,California,Kern,78.35000000000001
USA,Kern Front Limited,49.8,35.5165,-119.0401,Gas,1989,California,Kern,167.277
USA,Kern Oil & Refining Co,4.5,35.2956,-118.9183,Gas,2002,California,Kern,156.45000000000002
USA,Kern River 1,26.4,35.4603,-118.7796,Hydro,1907,California,Kern,564.103
USA,Kern River 3,40.1,35.7762,-118.4362,Hydro,1921,California,Kern,442.292
USA,Kern River Cogeneration,300.0,35.4515,-118.9849,Gas,1985,California,Kern,4142.803
USA,Kern River Eastridge Cogen,48.8,35.4406,-118.9617,Gas,1988,California,Kern,1464.572
USA,Keswick,117.0,40.6119,-122.4464,Hydro,1949,California,Shasta,1716.5120000000002
USA,Ketchikan,4.2,55.3446,-131.6334,Hydro,1948,Alaska,Ketchikan Gateway,109.869
USA,Kettering Solar 1,1.0,34.7003,-118.1236,Solar,2014,California,Los Angeles,
USA,Kettering Solar 2,1.0,34.7003,-118.1236,Solar,2014,California,Los Angeles,
USA,Kettle Falls Generating Station,57.9,48.6203,-118.1111,Waste,1986,Washington,Stevens,1528.066994
USA,Kettleman Solar -Centaurus,20.0,36.0508,-119.9475,Solar,2015,California,Kings,
USA,Kettleman Solar Project,1.0,38.1214,-121.1412,Solar,2014,California,San Joaquin,
USA,Keystone,1884.0,40.6604,-79.3411,Coal,1967,Pennsylvania,Westmoreland,55528.560279
USA,Keystone Dam,70.0,36.1508,-96.2517,Hydro,1968,Oklahoma,Creek,994.202
USA,Keystone Recovery,5.6,41.4363,-75.5984,Waste,1995,Pennsylvania,Lackawanna,212.06
USA,Keystone Solar,5.0,39.8611,-76.2211,Solar,2012,Pennsylvania,Lancaster,41.005
USA,Kiamichi Energy Facility,1370.0,34.6831,-95.9349,Gas,2003,Oklahoma,Pittsburg,12920.617
USA,Kiana,1.1,66.9739,-160.4286,Oil,1993,Alaska,Northwest Arctic,7.752
USA,Kiefer Landfill,9.0,38.5136,-121.1944,Waste,2000,California,Sacramento,313.385
USA,Kilarc,3.0,40.6778,-121.8733,Hydro,1904,California,Shasta,57.66499999999999
USA,Kilbourn,9.7,43.6258,-89.7808,Hydro,1934,Wisconsin,Columbia,281.789
USA,Killen Station,689.3,38.6903,-83.4803,Coal,1982,Ohio,Adams,18082.028004
USA,Kimball,9.6,41.2382,-103.6667,Oil,1962,Nebraska,Kimball,
USA,Kimberly Clark-Unit 1 2 3,36.3,41.5583,-73.4136,Gas,2008,Connecticut,Litchfield,1154.048
USA,Kimberly Mill,2.1,44.2769,-88.3344,Hydro,1926,Wisconsin,Outagamie,67.13000000000001
USA,Kincaid Generation LLC,1319.0,39.5906,-89.4964,Coal,1967,Illinois,Christian,25636.962115
USA,Kindred School,2.0,46.6497,-97.0095,Oil,2001,North Dakota,Cass,0.229
USA,King & Queen,10.8,37.6711,-76.76,Waste,2008,Virginia,King and Queen,288.918
USA,King City Peaking,47.3,36.2248,-121.1246,Gas,2002,California,Monterey,30.523000000000003
USA,King City Power Plant,133.2,36.225,-121.1278,Gas,1989,California,Monterey,2165.705
USA,King Cove,2.6,55.0617,-162.3103,Oil,1989,Alaska,Aleutians East,20.27501
USA,King Mill,2.2,33.4852,-81.9912,Hydro,1944,Georgia,Richmond,
USA,King Mountain Wind Ranch 1,278.0,31.2092,-102.2417,Wind,2001,Texas,Upton,2723.1610000000005
USA,King's Bay Solar Facility,30.0,30.8349,-81.5636,Solar,2017,Georgia,Camden,
USA,Kingbird A Solar LLC,20.0,34.819,-118.432,Solar,2016,California,Los Angeles,
USA,Kingbird B Solar  LLC,20.0,34.8242,-118.4385,Solar,2016,California,Los Angeles,
USA,Kingdom Community Wind,65.0,44.7483,-72.4253,Wind,2012,Vermont,Lamoille,819.8820000000001
USA,Kingfisher,9.1,35.8575,-97.9277,Gas,1963,Oklahoma,Kingfisher,0.322
USA,Kingfisher Wind LLC,298.0,35.7703,-97.7997,Wind,2016,Oklahoma,Canadian,
USA,Kingman 1,10.5,35.1458,-114.0675,Wind,2011,Arizona,Mohave,44.908
USA,Kingman Municipal Power and Light Plant,19.1,37.3831,-98.0704,Gas,1980,Kansas,Harper,13.956
USA,Kingman Wind,214.8,37.5867,-98.5793,Wind,2017,Kansas,Pratt,
USA,Kings Beach,15.0,39.2458,-120.0272,Oil,2008,California,Placer,1.5190000000000001
USA,Kings Falls Hydroelectric,1.6,43.9173,-75.6338,Hydro,1988,New York,Jefferson,
USA,Kings River PH,48.6,36.8882,-119.1588,Hydro,1962,California,Fresno,461.85200000000003
USA,Kingsburg Cogen,36.2,36.5397,-119.5794,Gas,1991,California,Fresno,195.826
USA,Kingsburg Solar,3.7,36.5053,-119.5403,Solar,2014,California,Fresno,30.049
USA,Kingsford,7.2,45.808,-88.1251,Hydro,1924,Michigan,Dickinson,149.584
USA,Kingsley,50.0,41.2114,-101.6681,Hydro,1984,Nebraska,Keith,444.24699999999996
USA,Kingston,1700.0,35.8992,-84.5194,Coal,1954,Tennessee,Roane,22693.700834000003
