name,latitude,longitude,primary_fuel,state,normalized_county,Fips
Packaging Corp of America,35.0471,-88.2661,Biomass,Tennessee,Hardin,47071
Papillion Creek Wastewater,41.0772,-95.87,Biomass,Nebraska,Sarpy,31153
Pine Bluff Mill,34.2212,-91.9074,Biomass,Arkansas,Jefferson,5069
Plant 31 Paper Mill,32.4868,-92.1496,Biomass,Louisiana,Ouachita,22073
Plant No 1 Orange County,33.6942,-117.9381,Biomass,California,Orange,6059
Plant No 2 Orange County,33.6433,-117.9556,Biomass,California,Orange,6059
Port Townsend Paper,48.0931,-122.7958,Biomass,Washington,Jefferson,53031
Port Wentworth Mill,32.1561,-81.1586,Biomass,Georgia,Chatham,13051
Power Generation Station (PGS) 2,37.8258,-122.2961,Biomass,California,Alameda,6001
RPI Fuel Cell LLC,34.0286,-117.6014,Biomass,California,San Bernardino,6071
Riceland Foods Cogeneration Plant,34.5136,-91.5331,Biomass,Arkansas,Arkansas,5001
Richland Center Renewable Energy LLC,43.3144,-90.3731,Biomass,Wisconsin,Richland,55103
Riverside RWQCP Fuel Cell,33.9617,-117.4559,Biomass,California,Riverside,6065
Rock Creek Dairy,42.5003,-114.615,Biomass,Idaho,Twin Falls,16083
Rock-Tenn Mill,32.4541,-87.9759,Biomass,Alabama,Marengo,1091
Rumford Cogeneration,44.5513,-70.5414,Biomass,Maine,Oxford,23017
SF Southeast Cogen Plant,37.7397,-122.3925,Biomass,California,San Francisco,6075
Silicon Valley Clean Water,37.5426,-122.2311,Biomass,California,San Mateo,6081
Somerset Plant,44.7035,-69.6474,Biomass,Maine,Somerset,23025
South Bay Fuel Cell Plant,32.5433,-117.0678,Biomass,California,San Diego,6073
South Columbus Water Resource Facility,32.4119,-84.9761,Biomass,Georgia,Muscogee,13215
South District Wastewater Treatment Plt,25.5498,-80.3363,Biomass,Florida,Miami-Dade,12086
St Francisville Mill,30.7108,-91.3236,Biomass,Louisiana,West Feliciana,22125
Subregional Water Reclamation Facility,38.3689,-122.7658,Biomass,California,Sonoma,6097
Synergy Biogas,42.8289,-78.055,Biomass,New York,Wyoming,36121
Threemile Digester,45.71,-119.9011,Biomass,Oregon,Morrow,41049
Ticonderoga Mill,43.8914,-73.39699999999998,Biomass,New York,Essex,36031
Total Energy Facilities,33.7683,-118.2836,Biomass,California,Los Angeles,6037
U S Alliance Coosa Pines,33.3281,-86.3568,Biomass,Alabama,Talladega,1121
UCSD Fuel Cell Plant,32.8772,-117.2347,Biomass,California,San Diego,6073
Verwey-Hanford Dairy Digester #1,36.1852,-119.6815,Biomass,California,Kings,6031
Village Creek Water Reclamation Facility,32.7751,-97.1421,Biomass,Texas,Tarrant,48439
WWTP Power Generation Station,37.8258,-122.2961,Biomass,California,Alameda,6001
Water Reclamation Plant,44.0647,-92.4692,Biomass,Minnesota,Olmsted,27109
West Point Treatment Plant,47.6611,-122.4464,Biomass,Washington,Kitsap,53035
WestRock (TX),30.3419,-94.0656,Biomass,Texas,Jasper,48241
WestRock (WA),47.2661,-122.4283,Biomass,Washington,Pierce,53053
WestRock-West Point Mill,37.5392,-76.8053,Biomass,Virginia,King William,51101
Westrock Hodge (LA),32.2752,-92.7277,Biomass,Louisiana,Jackson,22049
Windy Ridge Generating Facility,41.0347,-87.2603,Biomass,Indiana,Newton,18111
Wisconsin Rapids Pulp Mill,44.3953,-89.82600000000002,Biomass,Wisconsin,Wood,55141
Wooster Renewable Energy,40.785,-81.9514,Biomass,Ohio,Wayne,39169
Zeeland Farm Services,42.8131,-85.9861,Biomass,Michigan,Ottawa,26139
Zero Waste Energy Development Co LLC,37.4325,-121.9528,Biomass,California,Santa Clara,6085
