site_name,city,site_id,list_date,site_score,indicator
McCormick & Baxter Creosoting Co. (Portland Plant),Portland,ORD009020603,05/31/1994,50.00,No
North Ridge Estates,Klamath Falls,ORN001002476,09/16/2011,,No
Northwest Pipe & Casing/Hall Process Co,Clackamas,ORD980988307,10/14/1992,51.09,No
Portland Harbor,Portland,ORSFN1002155,12/01/2000,50.00,No
Reynolds Metals Company,Troutdale,ORD009412677,12/16/1994,70.71,No
Taylor Lumber and Treating,Sheridan,ORD009042532,06/14/2001,71.78,No
Teledyne Wah Chang,Albany,ORD050955848,09/08/1983,54.27,No
Umatilla Army Depot (Lagoons),Hermiston,OR6213820917,07/22/1987,31.31,Yes
Union Pacific Railroad Co. Tie-Treating Plant,The Dalles,ORD009049412,08/30/1990,37.93,No
"United Chrome Products, Inc.",Corvallis,ORD009043001,09/21/1984,31.07,No
A.I.W. Frank/Mid-County Mustang,Exton,PAD004351003,10/04/1989,42.40,No
Avco Lycoming (Williamsport Division),Williamsport,PAD003053709,02/21/1990,42.24,No
Baghurst Drive,Harleysville,PAN000306939,09/22/2014,50.00,No
Bally Ground Water Contamination,Bally Borough,PAD061105128,07/22/1987,37.93,No
Bell Landfill,Terry Township,PAD980705107,10/04/1989,34.79,No
Bendix Flight Systems Division,Bridgewater Township,PAD003047974,07/22/1987,33.74,No
Berks Sand Pit,Longswamp Township,PAD980691794,09/21/1984,32.02,No
Blosenski Landfill,West Caln Township,PAD980539985,09/08/1983,30.57,No
Boarhead Farms,Bridgeton Township,PAD047726161,03/31/1989,39.92,No
BoRit Asbestos,Ambler,PAD981034887,04/09/2009,50.00,No
"Breslube-Penn, Inc",Coraopolis,PAD089667695,06/17/1996,50.00,No
Brown's Battery Breaking,Shoemakersville,PAD980831812,06/10/1986,37.34,No
Butler Mine Tunnel,Pittston,PAD980508451,07/22/1987,49.51,No
Butz Landfill,Stroudsburg,PAD981034705,03/31/1989,32.00,No
Centre County Kepone,State College Borough,PAD000436261,09/08/1983,45.09,No
Chem-Fab,Doylestown,PAD002323848,03/19/2008,50.00,No
Commodore Semiconductor Group,Lower Providence Township,PAD093730174,10/04/1989,42.35,No
"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",Upper Merion Township,PAD980419097,10/14/1992,50.00,No
Crossley Farm,Hereford Township,PAD981740061,10/14/1992,29.66,No
Croydon TCE,Croydon,PAD981035009,06/10/1986,31.60,No
"CryoChem, Inc.",Worman,PAD002360444,10/04/1989,28.58,No
"Delta Quarries & Disposal, Inc./Stotler Landfill","Antis Township, Logan Township",PAD981038052,03/31/1989,41.08,No
Douglassville Disposal,Douglassville,PAD002384865,09/08/1983,55.18,No
Drake Chemical,Lock Haven,PAD003058047,09/08/1983,38.52,No
Dublin TCE Site,Dublin Borough,PAD981740004,08/30/1990,28.90,No
East Mount Zion,Springettsbury Township,PAD980690549,09/21/1984,41.01,No
Eastern Diversified Metals,Hometown,PAD980830533,10/04/1989,31.02,No
Elizabethtown Landfill,Elizabethtown,PAD980539712,03/31/1989,28.98,No
Fischer & Porter Co.,Warminster,PAD002345817,09/08/1983,29.07,No
Foote Mineral Co.,East Whiteland Township,PAD077087989,10/14/1992,50.00,No
Franklin Slag Pile (MDC),Philadelphia,PASFN0305549,09/05/2002,50.20,No
Havertown PCP,Haverford,PAD002338010,09/08/1983,38.34,No
Heleva Landfill,North Whitehall Township,PAD980537716,09/08/1983,50.23,No
Hellertown Manufacturing Co.,Hellertown,PAD002390748,03/31/1989,51.91,No
Henderson Road,Upper Merion Township,PAD009862939,09/21/1984,41.69,No
Hunterstown Road,Straban Township,PAD980830897,06/10/1986,48.27,No
Industrial Lane,Williams Township,PAD980508493,09/21/1984,42.47,No
"Jacks Creek/Sitkin Smelting & Refining, Inc.",Maitland,PAD980829493,10/04/1989,40.37,No
Jackson Ceramix,Falls Creek,PAD001222025,09/14/2005,30.22,No
Keystone Sanitation Landfill,Union Township,PAD054142781,07/22/1987,33.76,No
Kimberton,Kimberton Borough,PAD980691703,09/08/1983,29.44,No
Letterkenny Army Depot (PDO Area),Franklin County,PA2210090054,03/13/1989,37.51,Yes
Letterkenny Army Depot (SE Area),Chambersburg,PA6213820503,07/22/1987,34.21,Yes
Lindane Dump,Harrison Township,PAD980712798,09/08/1983,51.62,No
Lord-Shope Landfill,Girard Township,PAD980508931,09/08/1983,38.89,No
Lower Darby Creek Area,Darby Township,PASFN0305521,06/14/2001,50.00,No
Malvern TCE,Malvern,PAD014353445,09/08/1983,46.69,No
Metal Banks,Philadelphia,PAD046557096,09/08/1983,33.23,No
Metro Container Corporation,Trainer,PAD044545895,03/15/2012,50.00,No
Mill Creek Dump,Erie,PAD980231690,09/21/1984,49.31,No
Modern Sanitation Landfill,Lower Windsor Township,PAD980539068,06/10/1986,33.93,No
MW Manufacturing,Valley Township,PAD980691372,06/10/1986,46.44,No
Naval Air Development Center (8 Waste Areas),Warminster Township,PA6170024545,10/04/1989,57.93,Yes
Navy Ships Parts Control Center,Mechanicsburg,PA3170022104,05/31/1994,50.00,Yes
North Penn - Area 1,Souderton,PAD096834494,03/31/1989,35.57,No
North Penn - Area 12,Worcester,PAD057152365,02/21/1990,28.90,No
North Penn - Area 2,Hatfield,PAD002342475,10/04/1989,35.57,No
North Penn - Area 5,Montgomery Township,PAD980692693,03/31/1989,35.57,No
North Penn - Area 6,Lansdale,PAD980926976,03/31/1989,35.57,No
North Penn - Area 7,North Wales,PAD002498632,03/31/1989,35.57,No
Novak Sanitary Landfill,South Whitehall Township,PAD079160842,10/04/1989,42.31,No
Occidental Chemical Corp./Firestone Tire & Rubber Co.,Lower Pottsgrove Township,PAD980229298,10/04/1989,45.91,No
Ohio River Park,Neville Island,PAD980508816,08/30/1990,42.24,No
Old City of York Landfill,Seven Valleys,PAD980692420,09/08/1983,33.93,No
Old Wilmington Road Ground Water Contamination,Sadsburyville,PAD981938939,02/04/2000,50.00,No
Osborne Landfill,Grove City,PAD980712673,09/08/1983,54.60,No
Palmerton Zinc Pile,Palmerton,PAD002395887,09/08/1983,42.93,No
Paoli Rail Yard,Paoli,PAD980692594,08/30/1990,32.18,No
Price Battery,Hamburg,PAN000305679,04/27/2005,37.86,No
Raymark,Hatboro,PAD039017694,10/04/1989,53.42,No
Revere Chemical Co.,Nockamixon Township,PAD051395499,07/22/1987,31.31,No
"Rodale Manufacturing Co., Inc.",Emmaus Borough,PAD981033285,10/14/1992,50.00,No
Ryeland Road Arsenic,Heidelberg Township,PAD981033459,07/22/2004,60.30,No
Saegertown Industrial Area,Saegertown,PAD980692487,02/21/1990,33.62,No
Safety Light Corporation,Bloomsburg,PAD987295276,04/27/2005,70.71,No
Salford Quarry,Lower Salford Township,PAD980693204,09/23/2009,50.00,No
Sharon Steel Corp (Farrell Works Disposal Area),Hickory Township,PAD001933175,07/28/1998,50.00,No
Shriver's Corner,Straban Township,PAD980830889,06/10/1986,46.13,No
Stanley Kessler,King of Prussia,PAD014269971,09/08/1983,33.89,No
Tobyhanna Army Depot,Tobyhanna,PA5213820892,08/30/1990,37.93,Yes
Tonolli Corp.,Nesquehoning,PAD073613663,10/04/1989,46.58,No
Tysons Dump,Upper Merion Township,PAD980692024,09/21/1984,63.10,No
UGI Columbia Gas Plant,Columbia,PAD980539126,05/31/1994,50.78,No
Valmont TCE,West Hazleton,PAD982363970,09/13/2001,43.16,No
Walsh Landfill,Honeybrook Township,PAD980829527,09/21/1984,33.64,No
Watson Johnson Landfill,Richland Township,PAD980706824,09/13/2001,70.71,No
Westinghouse Electric Corp. (Sharon Plant),Sharon,PAD005000575,08/30/1990,41.33,No
Westinghouse Elevator Co. Plant,Cumberland Township,PAD043882281,06/10/1986,36.37,No
Whitmoyer Laboratories,Jackson Township,PAD003005014,06/10/1986,46.25,No
William Dick Lagoons,West Caln Township,PAD980537773,07/22/1987,36.64,No
Willow Grove Naval Air and Air Reserve Station,Willow Grove,PAD987277837,09/29/1995,50.00,Yes
Atlantic Fleet Weapons Training Area - Vieques,Vieques,PRN000204694,02/11/2005,,Yes
Cabo Rojo Ground Water Contamination,Cabo Rojo,PRN000206319,03/10/2011,50.00,No
Cidra Ground Water Contamination,Cidra,PRN000204538,07/22/2004,50.00,No
Corozal Well,Corozal,PRN000206452,03/15/2012,50.00,No
Dorado Ground Water Contamination,Dorado,PRN000201872,09/09/2016,50.00,No
Fibers Public Supply Wells,Jobos,PRD980763783,09/21/1984,35.34,No
Hormigas Ground Water Plume,Caguas,PRN000206359,03/10/2011,50.00,No
Juncos Landfill,Juncos,PRD980512362,09/08/1983,32.57,No
Maunabo Area Ground Water Contamination,Maunabo,PRN000205831,09/27/2006,50.00,No
"Papelera Puertorriquena, Inc.",Utuado,PRD090290685,09/23/2009,34.69,No
Pesticide Warehouse I,Arecibo,PRD987367349,09/27/2006,50.00,No
Pesticide Warehouse III,Manati,PRD987367299,04/30/2003,50.00,No
PROTECO,Peñuelas,PRD000831487,05/15/2019,36.33,No
San German Ground Water Contamination,San German,PRN000205957,03/19/2008,50.00,No
"Scorpio Recycling, Inc.",Candeleria Ward,PRD987376662,02/04/2000,50.00,No
The Battery Recycling Company,Bo. Cambalache,PRR000004655,08/03/2017,56.66,No
Upjohn Facility,Barceloneta,PRD980301154,09/21/1984,41.92,No
Vega Alta Public Supply Wells,Vega Alta,PRD980763775,09/21/1984,42.24,No
Vega Baja Solid Waste Disposal,Rio Abajo Ward,PRD980512669,07/22/1999,50.37,No
Central Landfill,Johnston,RID980520183,06/10/1986,46.71,No
Centredale Manor Restoration Project,North Providence,RID981203755,02/04/2000,70.71,No
Davis Liquid Waste,Smithfield,RID980523070,09/08/1983,47.25,No
Davisville Naval Construction Battalion Center,North Kingstown,RI6170022036,11/21/1989,34.52,Yes
"Landfill & Resource Recovery, Inc. (L&RR)",North Smithfield,RID093212439,09/08/1983,49.58,No
Newport Naval Education/Training Center,Newport,RI6170085470,11/21/1989,32.25,Yes
"Peterson/Puritan, Inc.","Cumberland, Lincoln",RID055176283,09/08/1983,40.10,No
Picillo Farm,Coventry,RID980579056,09/08/1983,,No
Rose Hill Regional Landfill,South Kingstown,RID980521025,10/04/1989,38.11,No
"Stamina Mills, Inc.",North Smithfield,RID980731442,09/08/1983,34.07,No
West Kingston Town Dump/URI Disposal Area,South Kingstown,RID981063993,10/14/1992,50.00,No
Western Sand & Gravel,Burrillville,RID009764929,09/08/1983,51.35,No
Aqua-Tech Environmental Inc. (Groce Laboratories),Greer,SCD058754789,12/16/1994,50.00,No
Barite Hill/Nevada Goldfields,McCormick,SCN000407714,04/09/2009,50.00,No
Beaunit Corp. (Circular Knit & Dye),Fountain Inn,SCD000447268,02/21/1990,32.44,No
Brewer Gold Mine,Jefferson,SCD987577913,04/27/2005,50.00,No
Burlington Industries Cheraw,Cheraw,SCN000404896,05/17/2018,48.00,No
"Carolawn, Inc.",Fort Lawn,SCD980558316,09/08/1983,32.04,No
Elmore Waste Disposal,Greer,SCD980839542,03/31/1989,31.45,No
Helena Chemical Co. Landfill,Fairfax,SCD058753971,02/21/1990,33.89,No
Kalama Specialty Chemicals,Beaufort,SCD094995503,09/21/1984,57.90,No
"Koppers Co., Inc. (Charleston Plant)",Charleston,SCD980310239,12/16/1994,50.00,No
"Leonard Chemical Co., Inc.",Rock Hill,SCD991279324,09/21/1984,47.10,No
Lexington County Landfill Area,Cayce,SCD980558043,10/04/1989,37.93,No
Macalloy Corporation,North Charleston,SCD003360476,02/04/2000,50.00,No
Medley Farm Drum Dump,Gaffney,SCD980558142,03/31/1989,31.58,No
Palmetto Wood Preserving,Dixiana,SCD003362217,09/21/1984,38.43,No
"Para-Chem Southern, Inc.",Simpsonville,SCD002601656,08/30/1990,32.94,No
Parris Island Marine Corps Recruit Depot,Parris Island,SC6170022762,12/16/1994,50.00,Yes
Rock Hill Chemical Co.,Rock Hill,SCD980844005,02/21/1990,40.29,No
"Sangamo Weston, Inc./Twelve-Mile Creek/Lake Hartwell PCB Contamination",Pickens,SCD003354412,02/21/1990,37.63,No
Savannah River Site (USDOE),Aiken,SC1890008989,11/21/1989,47.70,Yes
SCRDI Bluff Road,Columbia,SCD000622787,09/08/1983,,No
SCRDI Dixiana,Cayce,SCD980711394,09/08/1983,40.70,No
Shuron Inc.,Barnwell,SCD003357589,12/23/1996,68.26,No
Townsend Saw Chain Co.,Pontiac,SCD980558050,02/21/1990,35.94,No
US Finishing/Cone Mills,Greenville,SCD003358744,09/16/2011,50.00,No
"Wamchem, Inc.",Burton,SCD037405362,09/21/1984,47.70,No
Ellsworth Air Force Base,Rapid City,SD2571924644,08/30/1990,33.62,Yes
Gilt Edge Mine,Lead,SDD987673985,12/01/2000,50.00,No
Alamo Contaminated Ground Water,Alamo,TNN000410203,09/16/2011,50.00,No
"American Creosote Works, Inc. (Jackson Plant)",Jackson,TND007018799,06/10/1986,35.22,No
Arlington Blending & Packaging,Arlington,TND980468557,07/22/1987,39.03,No
Carrier Air Conditioning Co.,Collierville,TND044062222,02/21/1990,48.91,No
Clinch River Corporation,Harriman,TND987768587,05/24/2013,48.03,No
Former Custom Cleaners,Memphis,TNN000402275,08/03/2017,50.00,No
Mallory Capacitor Co.,Waynesboro,TND075453688,10/04/1989,29.44,No
Memphis Defense Depot (DLA),Memphis,TN4210020570,10/14/1992,58.06,Yes
Milan Army Ammunition Plant,Milan,TN0210020582,07/22/1987,58.15,Yes
Murray-Ohio Dump,Lawrenceburg,TND980728836,09/08/1983,46.44,No
Oak Ridge Reservation (USDOE),Oak Ridge,TN1890090003,11/21/1989,51.13,Yes
Ross Metals Inc.,Rossville,TND096070396,04/01/1997,37.65,No
Smalley-Piper,Collierville,TNN000407378,04/27/2005,50.00,No
Smokey Mountain Smelters,Knoxville,TND098071061,09/29/2010,50.00,No
Southside Chattanooga Lead,Chattanooga,TNN000410686,09/13/2018,50.00,No
Velsicol Chemical Corp. (Hardeman County),Toone,TND980559033,09/08/1983,47.71,No
"Walker Machine Products, Inc.",Collierville,TNN000410124,05/12/2014,50.00,No
Wrigley Charcoal Plant,Wrigley,TND980844781,03/31/1989,36.14,No
Air Force Plant #4 (General Dynamics),Fort Worth,TX7572024605,08/30/1990,39.92,Yes
ALCOA (Point Comfort)/Lavaca Bay,Point Comfort,TXD008123168,02/23/1994,50.00,No
Bandera Road Ground Water Plume,Leon Valley,TXN000606565,03/07/2007,50.00,No
Brine Service Company,Corpus Christi,TX0000605264,09/05/2002,50.00,No
Circle Court Ground Water Plume,Willow Park,TXN000606965,09/18/2012,50.00,No
City of Perryton Well No. 2,Perryton,TX0001399435,01/19/1999,50.00,No
Conroe Creosoting Company,Conroe,TXD008091951,09/29/2003,48.00,No
Crystal Chemical Co.,Houston,TXD990707010,09/08/1983,60.90,No
Delfasco Forge,Grand Prairie,TXD988034328,09/13/2018,50.00,No
Donna Reservoir and Canal System,Donna,TX0000605363,03/19/2008,50.00,No
East 67th Street Ground Water Plume,Odessa,TXN000606614,03/07/2007,50.00,No
"Eldorado Chemical Co., Inc.",Live Oak,TXD057567216,09/09/2016,38.85,No
Falcon Refinery,Ingleside,TXD086278058,09/16/2011,50.00,No
"French, Ltd.",Crosby,TXD980514814,09/08/1983,63.33,No
Garland Creosoting,Longview,TXD007330053,10/22/1999,49.10,No
Geneva Industries/Fuhrmann Energy,Houston,TXD980748453,09/21/1984,59.46,No
Gulfco Marine Maintenance,Freeport,TXD055144539,04/30/2003,50.00,No
Hart Creosoting Company,Jasper,TXD050299577,07/22/1999,48.00,No
Highlands Acid Pit,Highlands,TXD980514996,09/08/1983,37.77,No
Highway 18 Ground Water,Kermit,TXN000606716,08/03/2017,50.00,No
Jasper Creosoting Company Inc.,Jasper,TXD008096240,07/28/1998,50.00,No
Jones Road Ground Water Plume,Houston,TXN000605460,09/29/2003,46.50,No
"Koppers Co., Inc. (Texarkana Plant)",Texarkana,TXD980623904,06/10/1986,31.31,No
"Lane Plating Works, Inc.",Dallas,TXN000605240,05/17/2018,50.00,No
Lone Star Army Ammunition Plant,Texarkana,TX7213821831,07/22/1987,31.85,Yes
Longhorn Army Ammunition Plant,Karnack,TX6213820529,08/30/1990,39.83,Yes
Main Street Ground Water Plume,Burnet,TXN000607441,09/30/2015,50.00,No
"Malone Service Company, Inc.",Texas City,TXD980864789,06/14/2001,50.00,No
"Many Diversified Interests, Inc.",Houston,TXD008083404,01/19/1999,32.07,No
Midessa Ground Water Plume,Odessa,TXN000606668,03/19/2008,50.00,No
"Motco, Inc.",La Marque,TXD980629851,09/08/1983,,No
North Cavalcade Street,Houston,TXD980873343,06/10/1986,37.08,No
North East 2nd Street (formerly Attebury Grain Storage Facility),Happy,TXN000606760,04/09/2009,32.33,No
Odessa Chromium #1,Odessa,TXD980867279,06/10/1986,42.24,No
Pantex Plant (USDOE),Pantex Village,TX4890110527,05/31/1994,51.22,Yes
Patrick Bayou,Deer Park,TX0000605329,09/05/2002,47.83,No
"Petro-Chemical Systems, Inc. (Turtle Bayou)",Liberty County,TXD980873350,06/10/1986,29.94,No
River City Metal Finishing,San Antonio,TXN000606915,05/17/2018,50.00,No
Rockwool Industries Inc.,Bell County,TXD066379645,09/29/1998,48.00,No
RSR Corp.,Dallas,TXD079348397,09/29/1995,50.00,No
San Jacinto River Waste Pits,Channelview,TXN000606611,03/19/2008,50.00,No
Sandy Beach Road Ground Water Plume,Azle,TXN000605649,09/14/2005,50.00,No
Sheridan Disposal Services,Hempstead,TXD062132147,03/31/1989,30.16,No
Sikes Disposal Pits,Crosby,TXD980513956,09/08/1983,61.62,No
Sol Lynn/Industrial Transformers,Houston,TXD980873327,03/31/1989,39.65,No
South Cavalcade Street,Houston,TXD980810386,06/10/1986,38.69,No
Sprague Road Ground Water Plume,Odessa,TX0001407444,09/25/1997,43.21,No
Star Lake Canal,Port Neches,TX0001414341,07/27/2000,50.00,No
State Road 114 Ground Water Plume,Levelland,TXSFN0605177,10/22/1999,42.41,No
Tex-Tin Corp.,Texas City,TXD062113329,09/18/1998,50.00,No
Texarkana Wood Preserving Co.,Texarkana,TXD008056152,06/10/1986,40.19,No
United Creosoting Co.,Conroe,TXD980745574,09/21/1984,37.29,No
US Oil Recovery,Pasadena,TXN000607093,09/18/2012,50.00,No
Van der Horst USA Corporation,Terrell,TXD007357932,03/04/2010,48.00,No
West County Road 112 Ground Water,Midland,TXN000606992,03/10/2011,50.00,No
700 South 1600 East PCE Plume,Salt Lake City,UTD981548985,05/24/2013,50.00,Yes
Bountiful/Woods Cross 5th South PCE Plume,"Bountiful, Woods Cross",UT0001119296,09/13/2001,50.00,No
Five Points PCE Plume,Woods Cross,UTN000802654,09/19/2007,50.00,No
Hill Air Force Base,Ogden,UT0571724350,07/22/1987,49.94,Yes
Jacobs Smelter,Stockton,UT0002391472,02/04/2000,50.00,No
Monticello Mill Tailings (USDOE),Monticello,UT3890090035,11/21/1989,35.86,Yes
Ogden Defense Depot (DLA),Ogden,UT9210020922,07/22/1987,45.10,Yes
Portland Cement (Kiln Dust 2 & 3),Salt Lake City,UTD980718670,06/10/1986,54.40,No
Tooele Army Depot (North Area),Tooele,UT3213820894,08/30/1990,53.95,Yes
U.S. Magnesium,Tooele County,UTN000802704,11/04/2009,59.18,No
Utah Power & Light/American Barrel Co.,Salt Lake City,UTD980667240,10/04/1989,37.93,No
Wasatch Chemical Co. (Lot 6),Salt Lake City,UTD000716399,02/11/1991,49.91,No
Bennington Municipal Sanitary Landfill,Bennington,VTD981064223,03/31/1989,49.07,No
BFI Sanitary Landfill (Rockingham),Rockingham,VTD980520092,10/04/1989,41.92,No
Burgess Brothers Landfill,Woodford,VTD003965415,03/31/1989,52.58,No
Commerce Street Plume,Williston,VTD098352545,04/27/2005,48.48,No
Elizabeth Mine,Strafford,VTD988366621,06/14/2001,50.00,No
Ely Copper Mine,Vershire,VTD988366571,09/13/2001,50.00,No
"Jard Company, Inc.",Bennington,VTD048141741,09/22/2014,58.31,No
Old Springfield Landfill,Springfield,VTD000860239,09/08/1983,34.79,No
Parker Sanitary Landfill,Lyndon,VTD981062441,02/21/1990,52.29,No
Pike Hill Copper Mine,Corinth,VTD988366720,07/22/2004,50.00,No
Pine Street Canal,Burlington,VTD980523062,09/08/1983,,No
Pownal Tannery,Pownal,VTD069910354,01/19/1999,50.00,No
Tutu Wellfield,Tutu,VID982272569,09/29/1995,50.00,No
Abex Corp.,Portsmouth,VAD980551683,08/30/1990,36.53,No
"Arrowhead Associates, Inc./Scovill Corp.",Montross,VAD042916361,02/21/1990,37.15,No
"Atlantic Wood Industries, Inc.",Portsmouth,VAD990710410,02/21/1990,37.14,No
"Avtex Fibers, Inc.",Front Royal,VAD070358684,06/10/1986,35.39,No
Buckingham County Landfill,Buckingham,VAD089027973,10/04/1989,40.70,No
"C & R Battery Co., Inc.",Chesterfield County,VAD049957913,07/22/1987,46.44,No
Chisman Creek,York County,VAD980712913,09/08/1983,47.19,No
"Culpeper Wood Preservers, Inc.",Culpeper,VAD059165282,10/04/1989,45.91,No
Defense General Supply Center (DLA),Chesterfield County,VA3971520751,07/22/1987,33.85,Yes
First Piedmont Corp. Rock Quarry (Route 719),Pittsylvania County,VAD980554984,07/22/1987,30.16,No
Former Nansemond Ordnance Depot,Suffolk,VAD123933426,07/22/1999,70.71,No
Fort Eustis (US Army),Newport News,VA6210020321,12/16/1994,50.00,Yes
Greenwood Chemical Co.,Newtown,VAD003125374,07/22/1987,53.17,No
"H & H Inc., Burn Pit",Farrington,VAD980539878,03/31/1989,33.71,No
Hidden Lane Landfill,Sterling,VAD980829030,03/19/2008,50.00,No
Kim-Stan Landfill,Selma,VAD077923449,07/22/1999,50.00,No
L.A. Clarke & Son,Spotsylvania County,VAD007972482,06/10/1986,34.24,No
Langley Air Force Base/NASA Langley Research Center,Hampton,VA2800005033,05/31/1994,50.00,Yes
Marine Corps Combat Development Command,Quantico,VA1170024722,05/31/1994,50.00,Yes
Naval Amphibious Base Little Creek,Virginia Beach,VA5170022482,05/10/1999,50.00,Yes
Naval Surface Warfare - Dahlgren,Dahlgren,VA7170024684,10/14/1992,50.03,Yes
Naval Weapons Station - Yorktown,Yorktown,VA8170024170,10/14/1992,50.00,Yes
Naval Weapons Station Yorktown - Cheatham Annex,Williamsburg,VA3170024605,12/01/2000,49.27,Yes
Norfolk Naval Base (Sewells Point Naval Complex),Norfolk,VA6170061463,04/01/1997,50.00,Yes
Norfolk Naval Shipyard,Portsmouth,VA1170024813,07/22/1999,50.00,Yes
Peck Iron and Metal,Portsmouth,VAN000306115,11/04/2009,48.52,No
"Rentokil, Inc. (Virginia Wood Preserving Division)",Richmond,VAD071040752,03/31/1989,30.34,No
Saltville Waste Disposal Ponds,Saltville,VAD003127578,09/08/1983,29.52,No
Saunders Supply Co.,Chuckatuck,VAD003117389,10/04/1989,36.88,No
St. Juliens Creek Annex (U.S. Navy),Chesapeake,VA5170000181,07/27/2000,50.00,Yes
U.S. Titanium,Piney River,VAD980705404,09/08/1983,34.78,No
American Crossarm & Conduit Co.,Chehalis,WAD057311094,10/04/1989,30.44,No
American Lake Gardens/McChord AFB,Tacoma,WAD980833065,09/21/1984,28.90,Yes
Bangor Naval Submarine Base,Silverdale,WA5170027291,08/30/1990,55.91,Yes
Bangor Ordnance Disposal (USNAVY),Bremerton,WA7170027265,07/22/1987,30.42,Yes
Boomsnub/Airco,Vancouver,WAD009624453,04/25/1995,,No
Bremerton Gasworks,Bremerton,WAN001002907,05/10/2012,50.00,No
Centralia Municipal Landfill,Centralia,WAD980836662,08/30/1990,36.36,No
Colbert Landfill,Spokane,WAD980514541,09/08/1983,41.59,No
"Commencement Bay, Near Shore/Tide Flats",Pierce County,WAD980726368,09/08/1983,42.20,No
"Commencement Bay, South Tacoma Channel",Tacoma,WAD980726301,09/08/1983,54.63,No
Fairchild Air Force Base (4 Waste Areas),Spokane County,WA9571924647,03/13/1989,31.98,Yes
FMC Corp. (Yakima),Yakima,WAD000643577,09/08/1983,38.80,No
Fort Lewis Logistics Center,Tillicum,WA7210090067,11/21/1989,35.48,Yes
General Electric Co. (Spokane Shop),Spokane,WAD001865450,10/04/1989,57.80,No
Grain Handling Facility at Freeman,Freeman,WAN001003081,09/30/2015,50.00,No
Greenacres Landfill,Spokane County,WAD980514608,09/21/1984,28.90,No
Hamilton/Labree Roads Ground Water Contamination,Chehalis,WASFN1002174,07/27/2000,37.65,No
Hanford 100-Area (USDOE),Benton County,WA3890090076,10/04/1989,46.38,Yes
Hanford 200-Area (USDOE),Benton County,WA1890090078,10/04/1989,69.05,Yes
Hanford 300-Area (USDOE),Benton County,WA2890090077,10/04/1989,65.23,Yes
Harbor Island (Lead),Seattle,WAD980722839,09/08/1983,34.60,No
Hidden Valley Landfill (Thun Field),Pierce County,WAD980511539,03/31/1989,37.93,No
Jackson Park Housing Complex (USNAVY),Kitsap County,WA3170090044,05/31/1994,50.00,Yes
Kaiser Aluminum (Mead Works),Mead,WAD000065508,09/08/1983,38.07,No
Lakewood,Lakewood,WAD050075662,09/08/1983,42.49,No
Lockheed West Seattle,Seattle,WAN001002655,03/07/2007,50.00,No
Lower Duwamish Waterway,Seattle,WA0002329803,09/13/2001,50.00,No
Makah Reservation Warmhouse Beach Dump,Neah Bay,WAN001002857,12/12/2013,50.00,No
Mica Landfill,Mica,WAD980511661,06/10/1986,34.64,No
Midnite Mine,Wellpinit,WAD980978753,05/11/2000,50.00,No
Midway Landfill,Kent,WAD980638910,06/10/1986,54.27,No
Moses Lake Wellfield Contamination,Moses Lake,WAD988466355,10/14/1992,50.00,No
"Naval Air Station, Whidbey Island (Ault Field)",Whidbey Island,WA5170090059,02/21/1990,47.58,Yes
Naval Undersea Warfare Station (4 Areas),Keyport,WA1170023419,10/04/1989,33.60,Yes
North Market Street,Spokane,WAD000641548,08/30/1990,32.61,No
Northside Landfill,Spokane,WAD980511778,06/10/1986,28.90,No
Oeser Co,Bellingham,WAD008957243,09/25/1997,69.34,No
Old Navy Dump/Manchester Laboratory (USEPA/NOAA),Manchester,WA8680030931,05/31/1994,50.00,Yes
Pacific Car & Foundry Co.,Renton,WAD009249210,02/21/1990,42.33,No
Pacific Sound Resources,Seattle,WAD009248287,05/31/1994,70.71,No
Palermo Well Field Ground Water Contamination,Tumwater,WA0000026534,04/01/1997,50.00,No
Pasco Sanitary Landfill,Pasco,WAD991281874,02/21/1990,44.46,No
Puget Sound Naval Shipyard Complex,Bremerton,WA2170023418,05/31/1994,50.00,Yes
Queen City Farms,Maple Valley,WAD980511745,09/21/1984,34.38,No
Quendall Terminals,Renton,WAD980639215,04/19/2006,50.00,No
Seattle Municipal Landfill (Kent Highlands),Kent,WAD980639462,08/30/1990,52.19,No
"Western Processing Co., Inc.",Kent,WAD009487513,09/08/1983,58.63,No
Wyckoff Co./Eagle Harbor,Bainbridge Island,WAD009248295,07/22/1987,32.55,No
Allegany Ballistics Laboratory (USNAVY),Mineral County,WV0170023691,05/31/1994,50.00,Yes
Big John Salvage - Hoult Road,Fairmont,WVD054827944,07/27/2000,48.57,No
"Fike Chemical, Inc.",Nitro,WVD047989207,09/08/1983,36.30,No
Hanlin-Allied-Olin,Moundsville,WVD024185373,07/22/1999,53.98,No
North 25th Street Glass and Zinc,Clarksburg,WVN000306876,09/09/2016,48.03,No
Ravenswood PCE Ground Water Plume,Ravenswood,WVSFN0305428,09/23/2004,50.00,No
Shaffer Equipment/Arbuckle Creek Area,Minden,WVD988768909,05/15/2019,50.54,No
Sharon Steel Corp (Fairmont Coke Works),Fairmont,WVD000800441,12/23/1996,57.08,No
Vienna Tetrachloroethene,Vienna,WVD988798401,10/22/1999,50.00,No
West Virginia Ordnance (USARMY),Point Pleasant,WVD980713036,09/08/1983,,Yes
Algoma Municipal Landfill,Algoma,WID980610380,07/22/1987,39.99,No
